name,type,status
F63 Trastornos de los hábitos y del control de los impulsos,clinical problems,1  
F64 Trastornos de la identidad sexual,clinical problems,1  
F65 Trastornos de la preferencia sexual,clinical problems,1  
F66 Trastornos psicológicos y del comportamiento asociados con el desarrollo sexual y su orientación,clinical problems,1  
F68 Otros trastornos de la personalidad y del comportamiento del adulto,clinical problems,1  
F69 Trastorno de la personalidad y del comportamiento del adulto, no especificado,clinical problems,1  
F70 Retraso mental leve,clinical problems,1  
F71 Retraso mental moderado,clinical problems,1  
F72 Retraso mental grave,clinical problems,1  
F73 Retraso mental profundo,clinical problems,1  
F78 Otro retraso mental,clinical problems,1  
F79 Retraso mental, no especificado,clinical problems,1  
F80 Trastornos específicos del desarrollo del habla y del lenguaje,clinical problems,1  
F81 Trastornos específicos del desarrollo de las habilidades escolares,clinical problems,1  
F82 Trastorno específico del desarrollo de la función motora,clinical problems,1  
F83 Trastornos mixtos del desarrollo psicológico,clinical problems,1  
F84 Trastornos generalizados del desarrollo,clinical problems,1  
F88 Otros trastornos del desarrollo psicológico,clinical problems,1  
F89 Trastorno del desarrollo psicológico, no especificado,clinical problems,1  
F90 Trastornos hipercinéticos,clinical problems,1  
F91 Trastornos de la conducta,clinical problems,1  
F92 Trastornos mixtos de la conducta y de las emociones,clinical problems,1  
F93 Trastornos emocionales de comienzo habitual en la infancia,clinical problems,1  
F94 Trastornos del funcionamiento social de comienzo habitual en la infancia y adolescencia,clinical problems,1  
F95 Trastornos de tics,clinical problems,1  
F98 Otros trastornos del comportamiento y de las emociones de comienzo habitual en la infancia y adolescencia,clinical problems,1  
F99 Trastorno mental, no especificado,clinical problems,1  
G00 Meningitis bacteriana, no clasificada en otra parte,clinical problems,1  
G01 Meningitis en enfermedades bacterianas clasificadas en otra parte,clinical problems,1  
G02 Meningitis en otras enfermedades infecciosas y parasitarias clasificadas en otra parte,clinical problems,1  
G03 Meningitis debida a otras causas y las no especificadas,clinical problems,1  
G04 Encefalitis, mielitis y encefalomielitis,clinical problems,1  
G05 Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra parte,clinical problems,1  
G06 Absceso e infarto intracraneanos e intrarraquídeos,clinical problems,1  
G07 Absceso e infarto intracraneanos e intrarraquídeos en enfermedades clasificadas en otra parte,clinical problems,1  
G08 Flebitis y tromboflebitis intracraneana e intrarraquídea,clinical problems,1  
G09 Secuelas de enfermedades inflamatorias del sistema nervioso central,clinical problems,1  
G10 Enfermedad de Huntington,clinical problems,1  
G11 Ataxia hereditaria,clinical problems,1  
G12 Atrofia muscular espinal y síndromes relacionados,clinical problems,1  
G13 Atrofias sistémicas que afectan principalmente el sistema nervioso central en enfermedades clasificadas en otra parte,clinical problems,1  
G20 Enfermedad de Parkinson,clinical problems,1  
G21 Parkinsonismo secundario,clinical problems,1  
G22 Parkinsonismo en enfermedades clasificadas en otra parte,clinical problems,1  
G23 Otras enfermedades degenerativas del sistema nervioso extrapiramidal y del movimiento,clinical problems,1  
G24 Distonía,clinical problems,1  
G25 Otros trastornos extrapiramidales y del movimiento,clinical problems,1  
G26 Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte,clinical problems,1  
G30 Enfermedad de Alzheimer,clinical problems,1  
G31 Otros trastornos degenerativos del sistema nervioso, no clasificados en otra parte,clinical problems,1  
G32 Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas en otra parte,clinical problems,1  
G35 Esclerosis múltiple,clinical problems,1  
G36 Otras desmielinizaciones agudas del sistema nervioso central,clinical problems,1  
G37 Otras enfermedades desmielinizantes del sistema nervioso central,clinical problems,1  
G40 Epilepsia,clinical problems,1  
G41 Estado epiléptico,clinical problems,1  
G43 Migraña,clinical problems,1  
G44 Otros síndromes de cefalea,clinical problems,1  
G45 Síndromes vasculares cerebrales transitorios,clinical problems,1  
G46 Síndromes vasculares cerebrales que afectan las arterias precerebrales,clinical problems,1  
G47 Trastornos del sueño,clinical problems,1  
G50 Trastornos del nervio trigémino,clinical problems,1  
G51 Trastornos del nervio facial,clinical problems,1  
G52 Trastornos de otros nervios craneales,clinical problems,1  
G53 Trastornos de los nervios craneales en enfermedades clasificadas en otra parte,clinical problems,1  
G54 Trastornos de las raíces nerviosas y de los plexos nerviosos,clinical problems,1  
G55 Trastornos de las raíces nerviosas y de los plexos nerviosos en enfermedades clasificadas en otra parte,clinical problems,1  
G56 Mononeuropatías de los miembros superiores,clinical problems,1  
G57 Mononeuropatías de los miembros inferiores,clinical problems,1  
G58 Otras mononeuropatías,clinical problems,1  
G59 Mononeuropatía en enfermedades clasificadas en otra parte,clinical problems,1  
G60 Neuropatías hereditarias e idiopáticas,clinical problems,1  
G61 Polineuropatía inflamatoria,clinical problems,1  
G62 Otras polineuropatías,clinical problems,1  
G63 Polineuropatía en enfermedades clasificadas en otra parte,clinical problems,1  
G64 Otros trastornos del sistema nervioso periférico,clinical problems,1  
G70 Miastenia gravis y otros trastornos neuromusculares,clinical problems,1  
G71 Trastornos primarios de los músculos,clinical problems,1  
G72 Otras miopatías,clinical problems,1  
G73 Trastornos de la unión neuromuscular y del músculo en enfermedades clasificadas en otra parte,clinical problems,1  
G80 Parálisis cerebral infantil,clinical problems,1  
G81 Hemiplejía,clinical problems,1  
G82 Paraplejía y tetraplejía,clinical problems,1  
G83 Otros síndromes paralíticos,clinical problems,1  
G90 Trastornos del sistema nervioso autónomo,clinical problems,1  
G91 Hidrocefalia,clinical problems,1  
G92 Encefalopatía tóxica,clinical problems,1  
G93 Otros trastornos del encéfalo,clinical problems,1  
G94 Otros trastornos del encéfalo en enfermedades clasificadas en otra parte,clinical problems,1  
G95 Otros trastornos de la médula espinal,clinical problems,1  
G96 Otros trastornos del sistema nervioso central,clinical problems,1  
G97 Trastornos postprocedimiento del sistema nervioso, no clasificados en otra parte,clinical problems,1  
G98 Otros trastornos del sistema nervioso, no clasificados en otra parte,clinical problems,1  
G99 Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte,clinical problems,1  
H00 Orzuelo y chalazión,clinical problems,1  
H01 Otros trastornos inflamatorios del párpado,clinical problems,1  
H02 Otros trastornos del párpado,clinical problems,1  
H03 Trastornos del párpado en enfermedades clasificadas en otra parte,clinical problems,1  
H04 Trastornos del aparato lagrimal,clinical problems,1  
H05 Trastornos de la órbita,clinical problems,1  
H06 Trastornos del aparato lagrimal y de la órbita en enfermedades clasificadas en otra parte,clinical problems,1  
H10 Conjuntivitis,clinical problems,1  
H11 Otros trastornos de la conjuntiva,clinical problems,1  
H13 Trastornos de la conjuntiva en enfermedades clasificadas en otra parte,clinical problems,1  
H15 Trastornos de la esclerótica,clinical problems,1  
H16 Queratitis,clinical problems,1  
H17 Opacidades y cicatrices corneales,clinical problems,1  
H18 Otros trastornos de la córnea,clinical problems,1  
H19 Trastornos de la esclerótica y de la córnea en enfermedades clasificadas en otra parte,clinical problems,1  
H20 Iridociclitis,clinical problems,1  
H21 Otros trastornos del iris y del cuerpo ciliar,clinical problems,1  
H22 Trastornos del iris y del cuerpo ciliar en enfermedades clasificadas en otra parte,clinical problems,1  
H25 Catarata senil,clinical problems,1  
H26 Otras cataratas,clinical problems,1  
H27 Otros trastornos del cristalino,clinical problems,1  
H28 Catarata y otros trastornos del cristalino en enfermedades clasificadas en otra parte,clinical problems,1  
H30 Trastornos inflamatorios de la coroides,clinical problems,1  
H31 Otros trastornos de la coroides,clinical problems,1  
H32 Trastornos de la coroides en enfermedades clasificadas en otra parte,clinical problems,1  
H33 Desprendimiento y desgarro de la retina,clinical problems,1  
H34 Oclusiones vasculares de la retina,clinical problems,1  
H35 Otros trastornos de la retina,clinical problems,1  
H36 Trastornos de la retina en enfermedades clasificadas en otra parte,clinical problems,1  
H40 Glaucoma,clinical problems,1  
H42 Glaucoma en enfermedades clasificadas en otra parte,clinical problems,1  
H43 Trastornos del cuerpo vítreo,clinical problems,1  
H44 Trastornos del globo ocular,clinical problems,1  
H46 Trastornos del nervio óptico y de las vías ópticas en enfermedades clasificadas en otra parte,clinical problems,1  
H47 Otros trastornos del nervio óptico y de las vías ópticas,clinical problems,1  
H48 Trastornos del nervio óptico y de las vías ópticas en enfermedades clasificadas en otra parte,clinical problems,1  
H49 Estrabismo paralítico,clinical problems,1  
H50 Otras formas de estrabismo,clinical problems,1  
H51 Otros trastornos del movimiento binocular,clinical problems,1  
H52 Trastornos de la refracción y de la acomodación,clinical problems,1  
H53 Trastornos visuales,clinical problems,1  
H54 Ceguera y disminución de la agudeza visual,clinical problems,1  
H55 Nistagmo y otros movimientos irregulares del ojo,clinical problems,1  
H57 Otros trastornos del ojo y sus anexos,clinical problems,1  
H58 Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte,clinical problems,1  
H59 Trastornos postprocedimiento del ojo y sus anexos,clinical problems,1  
H60 Otitis externa,clinical problems,1  
H61 Otros trastornos del oído externo,clinical problems,1  
H62 Trastornos del oído externo en enfermedades clasificadas en otra parte,clinical problems,1  
H65 Otitis media no supurativa,clinical problems,1  
H66 Otitis media supurativa y no especificada,clinical problems,1  
H67 Otitis media en enfermedades clasificadas en otra parte,clinical problems,1  
H68 Tumefacción y disfunción de la trompa de Eustaquio,clinical problems,1  
H69 Otros trastornos del oído medio y de la apófisis mastoides,clinical problems,1  
H70 Mastoiditis y trastornos relacionados,clinical problems,1  
H71 Colesteatoma del oído medio,clinical problems,1  
H72 Perforación de la membrana timpánica,clinical problems,1  
H73 Otros trastornos de la membrana timpánica,clinical problems,1  
H74 Otros trastornos del oído medio y de la apófisis mastoides,clinical problems,1  
H75 Trastornos del oído medio y de la apófisis mastoides en enfermedades clasificadas en otra parte,clinical problems,1  
H80 Otosclerosis,clinical problems,1  
H81 Trastornos de la función vestibular,clinical problems,1  
H82 Trastornos de la función vestibular en enfermedades clasificadas en otra parte,clinical problems,1  
H83 Otros trastornos del oído interno,clinical problems,1  
H90 Hipoacusia,clinical problems,1  
H91 Otros trastornos de la audición,clinical problems,1  
H92 Otalgia y secreción del oído,clinical problems,1  
H93 Otros trastornos del oído no clasificados en otra parte,clinical problems,1  
H94 Otros trastornos del oído en enfermedades clasificadas en otra parte,clinical problems,1  
I00 Fiebre reumática sin mención de afectación del corazón,clinical problems,1  
I01 Fiebre reumática con afectación del corazón,clinical problems,1  
I02 Corea reumática,clinical problems,1  
I05 Enfermedades reumáticas de la válvula mitral,clinical problems,1  
I06 Enfermedades reumáticas de la válvula aórtica,clinical problems,1  
I07 Enfermedades reumáticas de la válvula tricúspide,clinical problems,1  
I08 Trastornos de las válvulas cardíacas múltiples,clinical problems,1  
I09 Otras enfermedades reumáticas del corazón,clinical problems,1  
I10 Hipertensión esencial (primaria),clinical problems,1  
I11 Enfermedad cardíaca hipertensiva,clinical problems,1  
I12 Enfermedad renal hipertensiva,clinical problems,1  
I13 Enfermedad cardíaca y renal hipertensiva,clinical problems,1  
I15 Hipertensión secundaria,clinical problems,1  
I20 Angina de pecho,clinical problems,1  
I21 Infarto agudo de miocardio,clinical problems,1  
I22 Infarto subsiguiente de miocardio,clinical problems,1  
I23 Ciertas complicaciones actuales tras infarto agudo de miocardio,clinical problems,1  
I24 Otras enfermedades isquémicas cardíacas agudas,clinical problems,1  
I25 Enfermedad isquémica crónica del corazón,clinical problems,1  
I26 Embolia y trombosis pulmonar,clinical problems,1  
I27 Otras enfermedades cardíacas pulmonares,clinical problems,1  
I28 Otras enfermedades del corazón originadas en circulación pulmonar,clinical problems,1  
I30 Pericarditis aguda,clinical problems,1  
I31 Otras enfermedades del pericardio,clinical problems,1  
I32 Pericarditis en enfermedades clasificadas en otra parte,clinical problems,1  
I33 Endocarditis aguda y subaguda,clinical problems,1  
I34 Trastornos no reumáticos de la válvula mitral,clinical problems,1  
I35 Trastornos no reumáticos de la válvula aórtica,clinical problems,1  
I36 Trastornos no reumáticos de la válvula tricúspide,clinical problems,1  
I37 Trastornos no reumáticos de la válvula pulmonar,clinical problems,1  
I38 Endocarditis, sin especificación,clinical problems,1  
I39 Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte,clinical problems,1  
I40 Miocarditis aguda,clinical problems,1  
I41 Miocarditis en enfermedades clasificadas en otra parte,clinical problems,1  
I42 Miocardiopatía,clinical problems,1  
I43 Miocardiopatía en enfermedades clasificadas en otra parte,clinical problems,1  
I44 Bloqueo auriculoventricular y de rama izquierda,clinical problems,1  
I45 Otros trastornos de la conducción,clinical problems,1  
I46 Paro cardíaco,clinical problems,1  
I47 Taquicardia paroxística,clinical problems,1  
I48 Fibrilación y aleteo auricular,clinical problems,1  
I49 Otras arritmias cardíacas,clinical problems,1  
I50 Insuficiencia cardíaca,clinical problems,1  
I51 Otras enfermedades del corazón,clinical problems,1  
I52 Otras enfermedades del corazón en enfermedades clasificadas en otra parte,clinical problems,1  
I60 Hemorragia subaracnoidea,clinical problems,1  
I61 Hemorragia intracerebral,clinical problems,1  
I62 Otras hemorragias intracraneales no traumáticas,clinical problems,1  
I63 Infarto cerebral,clinical problems,1  
I64 Accidente cerebrovascular,clinical problems,1  
I65 Oclusión y estenosis de arterias precerebrales sin infarto cerebral,clinical problems,1  
I66 Oclusión y estenosis de arterias cerebrales sin infarto cerebral,clinical problems,1  
I67 Otras enfermedades cerebrovasculares,clinical problems,1  
I68 Enfermedades cerebrovasculares en enfermedades clasificadas en otra parte,clinical problems,1  
I69 Secuelas de enfermedades cerebrovasculares,clinical problems,1  
I70 Aterosclerosis,clinical problems,1  
I71 Aneurisma y disección de la aorta,clinical problems,1  
I72 Otros aneurismas,clinical problems,1  
I73 Otras enfermedades vasculares periféricas,clinical problems,1  
I74 Embolia y trombosis arteriales,clinical problems,1  
I77 Otros trastornos de las arterias y arteriolas,clinical problems,1  
I78 Enfermedades de los capilares,clinical problems,1  
I79 Trastornos de las arterias, arteriolas y capilares en enfermedades clasificadas en otra parte,clinical problems,1  
I80 Flebitis y tromboflebitis,clinical problems,1  
I81 Trombosis de la vena porta,clinical problems,1  
I82 Otras embolias y trombosis venosas,clinical problems,1  
I83 Várices de los miembros inferiores,clinical problems,1  
I84 Hemorroides,clinical problems,1  
I85 Várices esofágicas,clinical problems,1  
I86 Otras várices,clinical problems,1  
I87 Otros trastornos de las venas,clinical problems,1  
I88 Linfadenitis no especificada,clinical problems,1  
I89 Otros trastornos no infecciosos del sistema linfático,clinical problems,1  
I95 Hipotensión,clinical problems,1  
I97 Trastornos postprocedimiento del sistema circulatorio,clinical problems,1  
I98 Otros trastornos del sistema circulatorio en enfermedades clasificadas en otra parte,clinical problems,1  
I99 Otros trastornos del sistema circulatorio,clinical problems,1  
J00 Rinitis aguda,clinical problems,1  
J01 Sinusitis aguda,clinical problems,1  
J02 Faringitis aguda,clinical problems,1  
J03 Amigdalitis aguda,clinical problems,1  
J04 Laringitis y traqueítis agudas,clinical problems,1  
J05 Laringitis obstructiva aguda y epiglotitis,clinical problems,1  
J06 Infecciones agudas de las vías respiratorias superiores de localización múltiple y no especificada,clinical problems,1  
J09 Gripe debida a virus de la gripe identificado,clinical problems,1  
J10 Gripe debida a otro virus de la gripe identificado,clinical problems,1  
J11 Gripe, virus no identificado,clinical problems,1  
J12 Neumonía vírica, no clasificada en otra parte,clinical problems,1  
J13 Neumonía debida a estreptococo del grupo B,clinical problems,1  
J14 Neumonía debida a Haemophilus influenzae,clinical problems,1  
J15 Neumonía bacteriana no clasificada en otra parte,clinical problems,1  
J16 Neumonía debida a otros organismos infecciosos, no clasificados en otra parte,clinical problems,1  
J17 Neumonía en enfermedades clasificadas en otra parte,clinical problems,1  
J18 Neumonía, organismo no especificado,clinical problems,1  
J20 Bronquitis aguda,clinical problems,1  
J21 Bronquiolitis aguda,clinical problems,1  
J22 Infección aguda de las vías respiratorias inferiores no especificada,clinical problems,1  
J30 Rinitis alérgica y vasomotora,clinical problems,1  
J31 Rinitis, faringitis y laringitis crónicas,clinical problems,1  
J32 Sinusitis crónica,clinical problems,1  
J33 Pólipo nasal,clinical problems,1  
J34 Otros trastornos de la nariz y los senos paranasales,clinical problems,1  
J35 Enfermedades crónicas de las amígdalas y adenoides,clinical problems,1  
J36 Absceso periamigdalino,clinical problems,1  
J37 Laringitis y laringotraqueítis crónicas,clinical problems,1  
J38 Enfermedades de las cuerdas vocales y de la laringe,clinical problems,1  
J39 Otros trastornos de las vías respiratorias superiores,clinical problems,1  
J40 Bronquitis no especificada como aguda o crónica,clinical problems,1  
J41 Bronquitis crónica simple y mucopurulenta,clinical problems,1  
J42 Bronquitis crónica no especificada,clinical problems,1  
J43 Enfisema,clinical problems,1  
J44 Otras enfermedades pulmonares obstructivas crónicas,clinical problems,1  
J45 Asma,clinical problems,1  
J46 Estado asmático,clinical problems,1  
J47 Bronquiectasias,clinical problems,1  
J60 Neumoconiosis de los mineros del carbón,clinical problems,1  
J61 Neumoconiosis debida al amianto y otras fibras minerales,clinical problems,1  
J62 Neumoconiosis debida al polvo que contiene sílice,clinical problems,1  
J63 Neumoconiosis debida a otros polvos inorgánicos,clinical problems,1  
J64 Neumoconiosis no especificada,clinical problems,1  
J65 Neumoconiosis asociada con tuberculosis,clinical problems,1  
J66 Enfermedades de las vías aéreas debidas a polvo orgánico,clinical problems,1  
J67 Alveolitis alérgica extrínseca,clinical problems,1  
J68 Trastornos respiratorios debidos a agentes químicos, gases, humos y vapores,clinical problems,1  
J69 Neumonitis debida a sólidos y líquidos,clinical problems,1  
J70 Trastornos respiratorios debidos a otros agentes externos,clinical problems,1  
J80 Síndrome de dificultad respiratoria aguda del adulto,clinical problems,1  
J81 Edema pulmonar,clinical problems,1  
J82 Eosinofilia pulmonar, no clasificada en otra parte,clinical problems,1  
J84 Otras enfermedades pulmonares intersticiales,clinical problems,1  
J85 Absceso del pulmón y del mediastino,clinical problems,1  
J86 Piotórax,clinical problems,1  
J90 Derrame pleural no clasificado en otra parte,clinical problems,1  
J91 Derrame pleural en enfermedades clasificadas en otra parte,clinical problems,1  
J92 Derrame pleural residual,clinical problems,1  
J93 Neumotórax,clinical problems,1  
J94 Otros trastornos de la pleura,clinical problems,1  
J95 Trastornos respiratorios postprocedimiento,clinical problems,1  
J96 Insuficiencia respiratoria,clinical problems,1  
J98 Otros trastornos respiratorios,clinical problems,1  
J99 Trastornos respiratorios en enfermedades clasificadas en otra parte,clinical problems,1  
K00 Trastornos del desarrollo y de la erupción de los dientes,clinical problems,1  
K01 Dientes incluidos e impactados,clinical problems,1  
K02 Caries dental,clinical problems,1  
K03 Otras enfermedades de los tejidos duros de los dientes,clinical problems,1  
K04 Enfermedades de la pulpa y de los tejidos periapicales,clinical problems,1  
K05 Gingivitis y enfermedades periodontales,clinical problems,1  
K06 Otros trastornos de las encías y del reborde alveolar,clinical problems,1  
K07 Anomalías dentofaciales,clinical problems,1  
K08 Otros trastornos de los dientes y de sus estructuras de sostén,clinical problems,1  
K09 Quistes de la región bucal no clasificados en otra parte,clinical problems,1  
K10 Otras enfermedades de los maxilares,clinical problems,1  
K11 Enfermedades de las glándulas salivales,clinical problems,1  
K12 Estomatitis y lesiones afines,clinical problems,1  
K13 Otras enfermedades de los labios y de la mucosa bucal,clinical problems,1  
K14 Enfermedades de la lengua,clinical problems,1  
K20 Esofagitis,clinical problems,1  
K21 Enfermedad por reflujo gastroesofágico,clinical problems,1  
K22 Otros trastornos del esófago,clinical problems,1  
K23 Trastornos del esófago en enfermedades clasificadas en otra parte,clinical problems,1  
K25 Úlcera gástrica,clinical problems,1  
K26 Úlcera duodenal,clinical problems,1  
K27 Úlcera péptica, sitio no especificado,clinical problems,1  
K28 Úlcera gastroyeyunal,clinical problems,1  
K29 Gastritis y duodenitis,clinical problems,1  
K30 Dispepsia,clinical problems,1  
K31 Otros trastornos del estómago y del duodeno,clinical problems,1  
K35 Apendicitis aguda,clinical problems,1  
K36 Otras apendicitis,clinical problems,1  
K37 Apendicitis no especificada,clinical problems,1  
K38 Otras enfermedades del apéndice,clinical problems,1  
K40 Hernia inguinal,clinical problems,1  
K41 Hernia femoral,clinical problems,1  
K42 Hernia umbilical,clinical problems,1  
K43 Hernia ventral,clinical problems,1  
K44 Hernia diafragmática,clinical problems,1  
K45 Otras hernias abdominales,clinical problems,1  
K46 Hernia abdominal no especificada,clinical problems,1  
K50 Enfermedad de Crohn,clinical problems,1  
K51 Colitis ulcerativa,clinical problems,1  
K52 Otras colitis no infecciosas,clinical problems,1  
K55 Trastornos vasculares del intestino,clinical problems,1  
K56 Íleo y obstrucción intestinal sin hernia,clinical problems,1  
K57 Enfermedad diverticular del intestino,clinical problems,1  
K58 Síndrome del intestino irritable,clinical problems,1  
K59 Otros trastornos funcionales del intestino,clinical problems,1  
K60 Fisura y fístula del ano y del recto,clinical problems,1  
K61 Absceso del ano y del recto,clinical problems,1  
K62 Otros trastornos del ano y del recto,clinical problems,1  
K63 Otros trastornos del intestino,clinical problems,1  
K65 Peritonitis,clinical problems,1  
K66 Otros trastornos del peritoneo,clinical problems,1  
K67 Trastornos del peritoneo en enfermedades clasificadas en otra parte,clinical problems,1  
K70 Enfermedad hepática alcohólica,clinical problems,1  
K71 Hepatitis tóxica,clinical problems,1  
K72 Insuficiencia hepática no clasificada en otra parte,clinical problems,1  
K73 Hepatitis crónica,clinical problems,1  
K74 Fibrosis y cirrosis hepáticas,clinical problems,1  
K75 Otras enfermedades inflamatorias del hígado,clinical problems,1  
K76 Otras enfermedades del hígado,clinical problems,1  
K77 Trastornos del hígado en enfermedades clasificadas en otra parte,clinical problems,1  
K80 Colelitiasis,clinical problems,1  
K81 Colecistitis,clinical problems,1  
K82 Otros trastornos de la vesícula biliar,clinical problems,1  
K83 Otros trastornos de las vías biliares,clinical problems,1  
K85 Pancreatitis aguda,clinical problems,1  
K86 Otros trastornos del páncreas,clinical problems,1  
K87 Trastornos de la vesícula biliar, de las vías biliares y del páncreas en enfermedades clasificadas en otra parte,clinical problems,1  
K90 Malabsorción intestinal,clinical problems,1  
K91 Trastornos del aparato digestivo postprocedimiento,clinical problems,1  
K92 Otros trastornos del aparato digestivo,clinical problems,1  
K93 Trastornos del sistema digestivo en enfermedades clasificadas en otra parte,clinical problems,1  
L00 Síndrome estafilocócico de la piel escaldada,clinical problems,1  
L01 Impétigo,clinical problems,1  
L02 Absceso cutáneo, furúnculo y antrax,clinical problems,1  
L03 Celulitis aguda,clinical problems,1  
L04 Linfadenitis aguda,clinical problems,1  
L05 Pilonidal,clinical problems,1  
L08 Otras infecciones localizadas de la piel y del tejido subcutáneo,clinical problems,1  
L10 Penfigo,clinical problems,1  
L11 Otras enfermedades ampollosas,clinical problems,1  
L12 Penfigoide,clinical problems,1  
L13 Otras afecciones ampollosas,clinical problems,1  
L14 Afecciones ampollosas en enfermedades clasificadas en otra parte,clinical problems,1  
L20 Dermatitis atópica,clinical problems,1  
L21 Dermatitis seborreica,clinical problems,1  
L22 Dermatitis del pañal,clinical problems,1  
L23 Dermatitis alérgica de contacto,clinical problems,1  
L24 Dermatitis irritativa de contacto,clinical problems,1  
L25 Dermatitis de contacto no especificada,clinical problems,1  
L26 Dermatitis exfoliativa,clinical problems,1  
L27 Dermatitis debida a sustancias ingeridas,clinical problems,1  
L28 Liquen simple crónico y prurigo,clinical problems,1  
L29 Prurito,clinical problems,1  
L30 Otras dermatitis,clinical problems,1  
L40 Psoriasis,clinical problems,1  
L41 Parapsoriasis,clinical problems,1  
L42 Pitiriasis rosada,clinical problems,1  
L43 Liquen plano,clinical problems,1  
L44 Otros trastornos papuloescamosos,clinical problems,1  
L45 Trastornos papuloescamosos en enfermedades clasificadas en otra parte,clinical problems,1  
L50 Urticaria,clinical problems,1  
L51 Eritema multiforme,clinical problems,1  
L52 Eritema nudoso,clinical problems,1  
L53 Otros eritemas,clinical problems,1  
L54 Eritema en enfermedades clasificadas en otra parte,clinical problems,1  
L55 Quemadura solar,clinical problems,1  
L56 Otras afecciones de la piel y del tejido subcutáneo relacionadas con la radiación,clinical problems,1  
L57 Trastornos de la piel y del tejido subcutáneo relacionados con la exposición crónica a radiación no ionizante,clinical problems,1  
L58 Trastornos de la piel y del tejido subcutáneo debidos a radiación,clinical problems,1  
L59 Otros trastornos de la piel y del tejido subcutáneo relacionados con causas externas,clinical problems,1  
L60 Trastornos de las uñas,clinical problems,1  
L62 Trastornos de las uñas en enfermedades clasificadas en otra parte,clinical problems,1  
L63 Alopecia areata,clinical problems,1  
L64 Alopecia androgénica,clinical problems,1  
L65 Otras formas de pérdida de cabello no cicatricial,clinical problems,1  
L66 Alopecia cicatricial,clinical problems,1  
L67 Trastornos del color y de la estructura del cabello,clinical problems,1  
L68 Hipertricosis,clinical problems,1  
L70 Acné,clinical problems,1  
L71 Rosácea,clinical problems,1  
L72 Quistes foliculares de la piel y del tejido subcutáneo,clinical problems,1  
L73 Otras afecciones de los folículos pilosos,clinical problems,1  
L74 Trastornos de las glándulas sudoríparas ecrinas,clinical problems,1  
L75 Trastornos de las glándulas sudoríparas apocrinas,clinical problems,1  
L80 Vitiligo,clinical problems,1  
L81 Otros trastornos de la pigmentación,clinical problems,1  
L82 Queratosis seborreica,clinical problems,1  
L83 Acantosis nigricans,clinical problems,1  
L84 Heloma y callosidad,clinical problems,1  
L85 Otros trastornos de la queratinización,clinical problems,1  
L86 Trastornos de la queratinización en enfermedades clasificadas en otra parte,clinical problems,1  
L87 Trastornos granulomatosos de la piel y del tejido subcutáneo,clinical problems,1  
L88 Pioderma gangrenoso,clinical problems,1  
L89 Úlcera por presión,clinical problems,1  
L90 Trastornos atróficos de la piel,clinical problems,1  
L91 Otras afecciones hipertróficas de la piel,clinical problems,1  
L92 Otras afecciones localizadas de la piel y del tejido subcutáneo,clinical problems,1  
L93 Lupus eritematoso,clinical problems,1  
L94 Otras afecciones de la piel y del tejido subcutáneo relacionadas con enfermedades autoinmunitarias,clinical problems,1  
L95 Vasculitis limitada a la piel,clinical problems,1  
L97 Úlcera de la pierna no clasificada en otra parte,clinical problems,1  
L98 Otros trastornos de la piel y del tejido subcutáneo no clasificados en otra parte,clinical problems,1  
L99 Trastornos de la piel y del tejido subcutáneo en enfermedades clasificadas en otra parte,clinical problems,1  
M00 Artritis piogénica,clinical problems,1  
M01 Artritis directa en enfermedades infecciosas,clinical problems,1  
M02 Artropatías postinfecciosas y reactivas,clinical problems,1  
M03 Artropatías en enfermedades infecciosas clasificadas en otra parte,clinical problems,1  
M05 Artritis reumatoide seropositiva,clinical problems,1  
M06 Otras artritis reumatoides,clinical problems,1  
M07 Artropatías psoriásicas y enteropáticas,clinical problems,1  
M08 Artritis juvenil,clinical problems,1  
M09 Artritis juvenil en enfermedades clasificadas en otra parte,clinical problems,1  
M10 Gota,clinical problems,1  
M11 Otras artropatías por cristales,clinical problems,1  
M12 Otras artropatías especificadas,clinical problems,1  
M13 Otras artritis,clinical problems,1  
M14 Artropatías en enfermedades endocrinas, metabólicas y nutricionales,clinical problems,1  
M15 Poliartrosis,clinical problems,1  
M16 Coxartrosis [artrosis de la cadera],clinical problems,1  
M17 Gonartrosis [artrosis de la rodilla],clinical problems,1  
M18 Artrosis de la primera articulación carpometacarpiana,clinical problems,1  
M19 Otras artrosis,clinical problems,1  
M20 Deformidades adquiridas de los dedos de manos y pies,clinical problems,1  
M21 Otras deformidades adquiridas de los miembros,clinical problems,1  
M22 Trastornos de la rótula,clinical problems,1  
M23 Trastornos internos de la rodilla,clinical problems,1  
M24 Otras afecciones articulares especificadas,clinical problems,1  
M25 Otras afecciones articulares no clasificadas en otra parte,clinical problems,1  
M30 Poliarteritis nodosa y afecciones relacionadas,clinical problems,1  
M31 Otras vasculopatías necrosantes,clinical problems,1  
M32 Lupus eritematoso sistémico,clinical problems,1  
M33 Dermatomiositis y polimiositis,clinical problems,1  
M34 Esclerosis sistémica,clinical problems,1  
